text,label tay,label chatgpt,label,keyword của mình,keyword của chatgpt,Reason của mình,Reason của chatgpt,từ viết tắt
"Em xin chào mọi người ạ!
Năm nay em lớp 9,sống ở một huyện nhỏ của tỉnh nhưng em có ý định thi vào trường chuyên ( cụ thể là chuyên anh ) ạ.Vấn đề ở đây là nhà em cách trường chuyên rất xa ( tận trên thành phố ),với lại theo em hỏi thăm thì trường lại không có KTX.Em có dự định sẽ thuê trọ ở một mình , nhưng đối với điều kiện kinh tế gia định em thì không cho phép.Em đang nghĩ tới việc lên đó vừa học vừa làm thêm vào buổi tối để kiếm thêm tiền sinh hoạt cho bản thân.Em biết như vậy là quá mạo hiểm tại em là con gái nhưng em thực sự rất đam mê với chuyên luôn ý . Dự định của em chưa nói với gia đình nhưng mà em muốn xin ý kiến của mn trước ạ.Em cảm ơn!",0,0,0,,,,,KTX
"Sẽ thế nào nếu crush của bạn nói với bạn rằng cô ấy có ý định quay lại với người cũ?
- Mình đang trên hành trình chinh phục một bạn nữ. Bạn ấy cũng biết điều đó, cũng kể cho mình nghe về quá khứ và người cũ của cô ấy. Theo lời cô ấy thì mối tình đó rất đẹp. Cô ấy nói đã bình thường hóa chuyện đó rồi nhưng mình biết cô vẫn rất luyến tiếc mối tình đó. Gần đây cô ấy có nói với mình rằng có tín hiệu vũ trụ của chuyện cũ kia, và nếu họ quay lại thì đó sẽ là chuyện vui của cô ấy.
- Mình biết khi yêu thì phải chấp nhận để cô ấy hạnh phúc với bất kì lựa chọn nào. Nhưng mình là một người khó mở lòng, rất lâu rồi mình mới rung động và dám đặt niềm tin vào chuyện tình cảm nhiều như lúc này. Nhưng cuối cùng lại đặt vào một người đang không tin vào chuyện tình cảm.
- Rồi cô ấy lại nói chuyện muốn quay lại với người cũ, nói với chính mình, người đang cố gắng từng này để cô ấy vượt qua chuyện cũ. Nên trong một suy nghĩ nào đó mình đã không muốn chuyện quay lại của họ xảy ra. Như vậy thì mình có đang ích kỉ quá không? Sau buổi nói chuyện đó thì đầu mình đúng là đang rất hỗn loạn. Mong nhận được lời khuyên từ mọi người.
Mình cảm ơn nhiều ạ.",0,0,0,,,,,
"Chào mọi người ạ, mình lên đây tâm sự chút về chuyện tình cảm của mình. Mình là nữ đang học năm nhất, trên các mạng xã hội của mình khá lowkey, do mình thích các cuộc làm quen ở ngoài hơn là qua hình ảnh của mình trên mạng. Mình hay được các anh khóa trên trong trường ib làm quen, nhưng nhắn tin cùng lắm 2 ngày thì họ bắt đầu vồ vập mình các kiểu mà mình lại cực kì ghét cái kiểu đó nên mình toàn đề nghị dừng cuộc nói chuyện tại đó thôi. Tự dưng vào 1 ngày đẹp trời, lúc mình không ngờ đến thì cậu ấy lại xuất hiện. Cậu ấy bằng tuổi mình và học gần trường mình, chủ động ib bắt chuyện với mình trước nên mình cũng chỉ định lịch sự rep lại thôi. Cậu ấy khác với những người kia, cậu ấy lịch sự, tôn trọng mình với siêu tinh tế, nên cuộc trò chuyện của tụi mình kéo dài được gần 2 tuần. Mình nhắm thấy cậu ấy được nên muốn xem mặt mũi ngoài đời như nào nên mình chủ động rủ bạn đó đi concert ( đi có thêm 2 đứa bạn của mình nữa ) do mình còn dư 1 vé. Bạn ấy ok và tụi mình có gặp nhau tại buổi concert đó, bạn ấy không quá cao nhưng có gu ăn mặc và cũng khá ưa nhìn nữa nên mình cũng chấm được bạn này rồi. Buổi concert bạn ấy có chủ động xách cặp, trời mưa bản che dù cho mình mà vì vẫn còn ướt nên bản đưa áo khoác bản cho mình mặc luôn, đứng đợi lâu bản cũng lấy sách ra quạt cho mình nữa. Kiểu mình bị đổ cái rầm từ đợt concert luôn rồi ấy, lúc về bản cũng chủ động ib hỏi han mình về chưa các kiểu nữa. Mấy ngày sau concert là mình có deadline nhiều nên có than với bản 1 chút, bản an ủi với ship đồ ăn qua cho mình luôn. Nhà bản cách nhà mình 30km, cả đi lẫn về là hơn 60km lận mà bản vẫn dậy sớm để qua đón mình đi ăn sáng chỉ vì mình hay nhịn ăn. Mình thấy bản vì mình nhiều quá mà cả 2 chưa xác định mqh gì cả nên mình cũng rất băn khoăn, mà do mình ko thích măc nợ nên mình có vẽ chân dung bản tặng cho bẳn ( do mình học ngành có liên quan đến vẽ ) với làm 1 chút đồ handmade tặng bản. Bữa đó đi ăn sáng xong mình tặng thì bản lại đưa lại cho mình cái sweater của bản (do hôm đó 3rd of december). Về bản có up story mấy cái mình tặng r còn để cạnh bàn học nữa nên mình rất vui vì bản cũng trân trọng thứ mình tặng. Nhưng khi tụi mình ib được 1 tháng hơn r mà bản vẫn chưa có động thái tỏ tình mình hay xác định mqh gì cả nên mình rất lo. Mình ib hỏi thẳng bạn luôn thì bản kêu mình là người đặc biệt đối với bản nhưng sẽ không phải là người chiếm toàn bộ. Bản muốn giữ mối quan hệ như hiện tại thì hơn ( tức là 1 mqh ko rõ ràng ) mình shock cực ấy. Tính mình không muốn dây dưa nên mình cũng đề nghị dừng cuộc nói chuyện tại đó luôn. Trường hợp này lần đầu mình gặp luôn ấy, bộ người ta làm biết bao nhiêu chuyện mà cuối cùng vẫn là không có chút tình cảm nào sao ? Hay do bản thân mình tự ảo tưởng quá nhiều vậy nhỉ ..",0,0,0,,,,,"ib, r, lowkey, "
"Mk có quen 1 a này qua app hẹn hò trên fb
Cũng đc hơn 3 tháng r, lúc mới quen a toàn chở mk đi ăn vỉa hè, first day dẫn đi công viên dạo, có lần mk kêu a đi ăn quán bữa đó hết 500 hơn, cái về a cứ nói xíu r thân hết tiền, nhắn mk lâu lâu đi ăn chỗ v th nha chứ ăn thường xuyên a hết xiền, từ lúc quen đến h chả tặng mk 1 cái bông hay món quà, đến sinh nhật mk còn ko có 1 món quà. Thấy khá là keo kiệt, mà thỉnh thoảng mk có trả tiền ăn k phải 1 mk a trả, bữa mk có ns muốn đi PT chs a ns đi h chưa có tiền dù mk ns cùg share. Lúc đầu ms quen còn rủ mk đi ăn tối, nay chả thèm rủ tối chỉ nhắn muốn qua phòng mk chơi và có những hành động ss body mk, nhiều lần đề cập tới việc đó hỏi mk có muốn ko nhưng mk k cho, chả bao h kiểu nhắn tin hỏi thăm mk hay ntn, dạo này chả dẫn đi uống nước hay đi ăn, cứ tối là nhắn qua phòng mk chs thôi . Mn như thế thì mk có nên tiếp tục ko, đây là lần đầu mk quen 1ng mà thấy sao ă , có phải ngta đag lợi dụng chỉ muốn lợI dụng body mk th phải ko ạ",0,0,0,,,,,"a, mk (mình), v th(vậy thôi), xiền (tiền), h, PT, chs (chả hiểu sao), cùg, ss (sờ soạm), đag, th(thôi), app, "
"Tôi yêu cô ấy luôn làm những điều tốt đẹp cho cô ấy nhưng tôi lại không thể sống theo í cô ấy vì những lí do tôi không nghĩ là quá to tác, chúng tôi yêu xa nhưng cùng quê. Nhiều khi tôi chỉ muốn học xong cái tốt nghiệp này thật nhanh để rồi được gặp cô ấy
Tôi và cô ấy đều thuộc dạng suy nghĩ nhiều nhưng tôi thì hướng ngoại còn cô ấy thì lại không giám nói sợ tôi chán... Và rồi dồn nén thì cũng đến cái lúc bộc phát.
Cô ấy nhân cơ hội nào đó và chia tay tôi mặc dù cô ấy không sai nhưng đối với tôi cô ấy lại là người mà tôi nghĩ sẽ yêu đến cuối đời bởi vì một thằng ảo tưởng như tôi lại nghĩ hợp nhau đến vậy không cưới sao được. Một cảm giác cho thấy tôi như có tất cả mọi thứ, nhưng bây giờ tôi lại mất cô ấy như một nỗi sợ bấy lâu nay tôi đã ấp ủ
Cô ấy đã tạo cho tôi một cảm giác tôi không cô đơn nhưng bây giờ tôi lại mất cảm giác đó....
96 ngày dừng lại ở đây.. Chào tạm biệt em, người con gái anh từng yêu",0,1,0,,"chia tay, nỗi sợ",,Tình yêu,
"Tớ luôn bị ám ảnh bởi nic của ny. Bạn cũng luôn cố dỗ dành tớ, có thể là vứt áo có ngày sinh nic đi. Nhưng mà fb thì vẫn kết bạn và nó khiến mình để ý khá nhiều ấy. Tại vì thích bạn ấy lâu hơn nên khi bạn ấy đang trong mqh với người khác thì mình vẫn đang thích bạn. Nên mọi thứ đều là sự tổn thương với mình ngay từ đầu, giờ yêu bạn ấy dù 2 đứa cũng hoà thuận 8 phần thì sự suy nghĩ làm chúng mình xa cách 2 phần.",0,1,0,,ám ảnh,,Tình yêu,
"Chuyện là mình đang học chung lớp với bạn cũ, chúng mình ở chung trọ nhưng vì một số xích mích(chủ yếu là do 2 bên không hiểu nhau) nên mình đã chuyển ra ngoài. Bước vào lớp chạm mặt thì 2 bạn vẫn cười đùa với mình bình thường, còn mình vì bất ngờ quá nên lỡ c h ử i thề:”du*a”.
Mình sợ các bạn hiểu lầm rằng mình không thích các bạn nên mới c h ử i, nhma thật lòng là mình hay bị liệu và bản thân mình cũng là 1 đứa hay c h ửi thề.

 Giờ mình không biết có nên chuyển lớp học không nữa, vì mình giờ vừa ngại vừa run. Xích mích trước đó thì giải quyết rồi nhma mình thật sự không muốn gặp mặt bạn ấy chút nào. Kiểu bị ám ảnh ấy ạ. Nhma bạn ấy quan hệ rộng, mình sợ hỏi lên nhóm đổi nhóm thì bạn ấy biết thì mình lại bị nói sau lưng. Mình rất sợ nên không biết phải làm sao. Mọi người cho mình xin lời khuyên được không ạ😭",0,0,0,,,,,nhma
"Nếu ngyeu của mng quá thân thiện và ga lăng thì sao?
Em là một người overthinking cực nặng nên là em không thể chịu đc việc ngyeu e ga lăng hoặc nch ngọt ngào với bạn nữ khác, ngyeu e sát gái lắm ạ, tuy vậy nma mxh bạn vẫn để ảnh em, public em với tất cả mn . Nhưng mà em không hiểu sao bạn ấy lại nch ngọt ngào với ng con gái khác như vậy ạ:(( Mng có nghĩ em nên chấp nhận việc này không ạ?",0,0,0,,,,,"ngyeu, public"
"Chuyện là mình và ngyeu mình quen nhau được gần 2thang, và mẹ mình bic mối qhe mình với anh rất rõ, mỗi lần anh đến đón đều đợi mình ở ngõ vì bố mình hơj khó, còn anh thì quen mình anh chẳng muốn gđ anh biết, có lần mình và anh cải nhau mình kh biết tình hình anh như nào nên mình đã nt với c2 anh đẻ hỏi thăm anh, đến khi mình và anh hoà, anh bic mình đã nhắn cho chị anh, anh tỏ ra rất cáu và bảo kh thích mình ntin với chị anh, chuyện cũng hong có gì khi mình ngỏ lời với anh là tết này em dắt anh về ngoại em chơi nhá, thì anh bảo là kh, mình hơi buồn ấy nhưng rồi mình bảo, thế đến tết anh đón em đu chơi anh lại tận nhà thưa bố em nhé, anh bảo thôi anh đợi ở ngõ được, anh chưa muốn người lớn biết, ba mẹ anh anh cũng kh nói, khi nào cưới thì hả cho biết luôn. Cái làm mình suy nghĩ ở đây là kh bic anh có yêu mình thật kh? hay chỉ là tạm bợ, nếu yêu thật tại sao lại như vậy ạ :((",0,0,0,,,,,"bic (biết), kh, ntin, hong"
"""Rồi ta sẽ ngắm pháo hoa cùng nhau"" chỉ là điều mong ước mãi mãi không thành sự thật. 

Khi yêu đơn phương một ai đó, điều đau khổ nhất bạn có thể làm phải chăng là ngồi vẽ ra viễn cảnh hạnh phúc của bạn và người đó, rồi lại vô thức nhận ra sự nghiệt ngã của thực tại, rằng nếu tình cảm chỉ xuất phát từ một phía, sẽ rất khó đơm hoa kết trái? 

Đã từng có một người con gái gửi bài hát ""Rồi ta sẽ ngắm pháo hoa cùng nhau"" cho crush của mình và bảo rằng đó là bài hát mình yêu thích nhất. Chàng trai đó có nghe hay không, cô không rõ, chỉ là cậu ấy sau đấy đã lảng sang chuyện khác, không còn nhắc gì đến bài hát kia nữa... 

Có một cô gái, ngây thơ nghĩ rằng chỉ cần đủ chân thành, rồi một ngày, một trái tim sẽ vì cô mà thay đổi. Nhưng rồi, điều ước ""ngắm pháo hoa cùng nhau"" đó đã mãi không xảy ra. 

Và rồi hai người đã chẳng thể ngắm pháo hoa cùng nhau... 
Tệ thật.
Tớ là Su đây.
#tolasuday",0,0,0,,,,,
"Mình yêu bạn ấy từ lúc mình sinh viên năm nhất, đến bây giờ mình năm 4. Yêu gần 8 tháng còn lại yêu xa.
Mình và bạn đã trải qua biết bao nhiêu chuyện. Nào là cắm sừng, nào là bắt gian, nào là bạn kể với mọi người là mình đào mỏ, nghe người ta nói mình xấu thì gật gù. 
Khi yêu con người ta mù quáng kinh khủng, lúc xa nhau rồi, mình trong đầu chỉ nghĩ đến bạn ấy và những khoảng thời gian hạnh phúc. 
Mình cũng cho bạn nhiều cơ hội, rồi bạn đó xem là điều hiển nhiên. Bản thân mình luôn hy vọng bạn thay đổi, nhưng mà... bạn không yêu mình :))) nên ảo tưởng quá rồi ấy :)) 
Giờ thì mình lâm vào tình cảnh xuốnng dốc và bỏ bê bản thân, mất niềm tin rồi😙
Bạn là người Hải Phòng, mình Tây Ninh.",0,0,0,,,,,
